Date,Close,Call Cost,Put Cost,Call Payoff,Put Payoff,Ark Delta P,Cash,Interest Cost,Portfolio Value,Portfolio Returns
2015-02-13,19.35710906982422,0.0,0.0,0.0,0.0,0.24004554748535156,0.0,0.0,19.35710906982422,0.012556611908772108
2015-02-17,19.257843017578125,0.0,0.0,0.0,0.0,-0.09926605224609375,0.0,0.0,19.257843017578125,-0.005128144491412745
2015-02-18,19.2849178314209,0.0,0.0,0.0,0.0,0.027074813842773438,0.0,0.0,19.2849178314209,0.0014059110263833219
2015-02-19,19.43832778930664,0.0,0.0,0.0,0.0,0.1534099578857422,0.0,0.0,19.43832778930664,0.007954918928189114
2015-02-20,19.56827735900879,0.0,0.0,0.0,0.0,0.12994956970214844,0.0,0.0,19.56827735900879,0.006685223703946086
2015-02-23,19.38418197631836,0.0,0.0,0.0,0.0,-0.1840953826904297,0.0,0.0,19.38418197631836,-0.009407848187805712
2015-02-24,19.33184242248535,0.0,0.0,0.0,0.0,-0.05233955383300781,0.0,0.0,19.33184242248535,-0.0027001167187220565
2015-02-25,19.339059829711918,0.0,0.0,0.0,0.0,0.007217407226566053,0.0,0.0,19.339059829711918,0.00037334295763602476
2015-02-26,19.5285701751709,0.0,0.0,0.0,0.0,0.18951034545898082,0.0,0.0,19.5285701751709,0.009799356697155703
2015-02-27,19.411256790161133,0.0,0.0,0.0,0.0,-0.11731338500976562,0.0,0.0,19.411256790161133,-0.006007269552121164
2015-03-02,19.40132713317871,0.0,0.0,0.0,0.0,-0.009929656982421875,0.0,0.0,19.40132713317871,-0.0005115411685994165
2015-03-03,19.257843017578125,0.0,0.0,0.0,0.0,-0.14348411560058594,0.0,0.0,19.257843017578125,-0.007395582509157839
2015-03-04,19.14864921569824,0.0,0.0,0.0,0.0,-0.10919380187988637,0.0,0.0,19.14864921569824,-0.005670095128525898
2015-03-05,19.2686710357666,0.0,0.0,0.0,0.0,0.12002182006836293,0.0,0.0,19.2686710357666,0.006267900086130762
2015-03-06,18.920330047607425,0.0,0.0,0.0,0.0,-0.34834098815917613,0.0,0.0,18.920330047607425,-0.018078101365298305
2015-03-09,18.77052879333496,0.0,0.0,0.0,0.0,-0.1498012542724645,0.0,0.0,18.77052879333496,-0.007917475746751501
2015-03-10,18.570186614990234,0.0,0.0,0.0,0.0,-0.20034217834472656,0.0,0.0,18.570186614990234,-0.010673230389538269
2015-03-11,18.64870262145996,0.0,0.0,0.0,0.0,0.07851600646972656,0.0,0.0,18.64870262145996,0.0042280677139963085
2015-03-12,18.6622371673584,0.0,0.0,0.0,0.0,0.0135345458984375,0.0,0.0,18.6622371673584,0.0007257634041986094
2015-03-13,18.60448265075684,0.0,0.0,0.0,0.0,-0.05775451660155895,0.0,0.0,18.60448265075684,-0.0030947263226606125
2015-03-16,18.77052879333496,0.0,0.0,0.0,0.0,0.16604614257812145,0.0,0.0,18.77052879333496,0.008925061002508894
2015-03-17,18.833702087402344,0.0,0.0,0.0,0.0,0.06317329406738281,0.0,0.0,18.833702087402344,0.0033655575057540688
2015-03-18,18.77052879333496,0.0,0.0,0.0,0.0,-0.06317329406738281,0.0,0.0,18.77052879333496,-0.0033542685221531476
2015-03-19,19.041259765625,0.0,0.0,0.0,0.0,0.27073097229003906,0.0,0.0,19.041259765625,0.014423193681478486
2015-03-20,19.248817443847656,0.0,0.0,0.0,0.0,0.20755767822265625,0.0,0.0,19.248817443847656,0.010900417345146352
2015-03-23,19.21272087097168,0.0,0.0,0.0,0.0,-0.03609657287597656,0.0,0.0,19.21272087097168,-0.001875261843034104
2015-03-24,19.21272087097168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.21272087097168,0.0
2015-03-25,18.7795524597168,0.0,0.0,0.0,0.0,-0.43316841125487926,0.0,0.0,18.7795524597168,-0.022545917060053156
2015-03-26,18.76150894165039,0.0,0.0,0.0,0.0,-0.018043518066409803,0.0,0.0,18.76150894165039,-0.0009608066062870568
2015-03-27,18.734432220458984,0.0,0.0,0.0,0.0,-0.02707672119140625,0.0,0.0,18.734432220458984,-0.0014432059423160615
2015-03-30,18.95101547241211,0.0,0.0,0.0,0.0,0.216583251953125,0.0,0.0,18.95101547241211,0.011560705411536532
2015-03-31,18.802114486694336,0.0,0.0,0.0,0.0,-0.14890098571777344,0.0,0.0,18.802114486694336,-0.007857150765062437
2015-04-01,18.499801635742188,0.0,0.0,0.0,0.0,-0.30231285095214844,0.0,0.0,18.499801635742188,-0.01607866238481237
2015-04-02,18.64238739013672,0.0,0.0,0.0,0.0,0.14258575439453125,0.0,0.0,18.64238739013672,0.007707420717368629
2015-04-06,18.92394256591797,0.0,0.0,0.0,0.0,0.28155517578125,0.0,0.0,18.92394256591797,0.01510295703490283
2015-04-07,18.9149169921875,0.0,0.0,0.0,0.0,-0.00902557373046875,0.0,0.0,18.9149169921875,-0.0004769393956375323
2015-04-08,19.145938873291016,0.0,0.0,0.0,0.0,0.23102188110351562,0.0,0.0,19.145938873291016,0.012213740150111896
2015-04-09,19.239789962768555,0.0,0.0,0.0,0.0,0.09385108947753906,0.0,0.0,19.239789962768555,0.004901879719696689
2015-04-10,19.393205642700195,0.0,0.0,0.0,0.0,0.15341567993164062,0.0,0.0,19.393205642700195,0.00797387498660429
2015-04-13,19.42930221557617,0.0,0.0,0.0,0.0,0.03609657287597301,0.0,0.0,19.42930221557617,0.0018612999594298518
2015-04-14,19.302961349487305,0.0,0.0,0.0,0.0,-0.12634086608886363,0.0,0.0,19.302961349487305,-0.006502594106934989
2015-04-15,19.49247360229492,0.0,0.0,0.0,0.0,0.18951225280761363,0.0,0.0,19.49247360229492,0.00981778129150368
2015-04-16,19.709056854248047,0.0,0.0,0.0,0.0,0.21658325195312855,0.0,0.0,19.709056854248047,0.011111121983391037
2015-04-17,19.311988830566406,0.0,0.0,0.0,0.0,-0.3970680236816406,0.0,0.0,19.311988830566406,-0.020146475126538443
2015-04-20,19.402233123779297,0.0,0.0,0.0,0.0,0.09024429321289062,0.0,0.0,19.402233123779297,0.004672967347104873
2015-04-21,19.485254287719727,0.0,0.0,0.0,0.0,0.08302116394042969,0.0,0.0,19.485254287719727,0.004278948892675549
2015-04-22,19.63686180114746,0.0,0.0,0.0,0.0,0.15160751342773438,0.0,0.0,19.63686180114746,0.0077806279142726975
2015-04-23,19.83990859985352,0.0,0.0,0.0,0.0,0.20304679870605824,0.0,0.0,19.83990859985352,0.010340083907612652
2015-04-24,19.84171295166016,0.0,0.0,0.0,0.0,0.001804351806640625,0.0,0.0,19.84171295166016,9.094557051803065e-05
2015-04-27,20.06100273132324,0.0,0.0,0.0,0.0,0.21928977966307883,0.0,0.0,20.06100273132324,0.011051958074251411
2015-04-28,19.60978889465332,0.0,0.0,0.0,0.0,-0.4512138366699183,0.0,0.0,19.60978889465332,-0.02249208789376178
2015-04-29,19.447349548339844,0.0,0.0,0.0,0.0,-0.16243934631347656,0.0,0.0,19.447349548339844,-0.008283584651835096
2015-04-30,18.9104061126709,0.0,0.0,0.0,0.0,-0.5369434356689453,0.0,0.0,18.9104061126709,-0.0276101087366315
2015-05-01,18.76150894165039,0.0,0.0,0.0,0.0,-0.1488971710205078,0.0,0.0,18.76150894165039,-0.007873821965184491
2015-05-04,18.96184539794922,0.0,0.0,0.0,0.0,0.20033645629882812,0.0,0.0,18.96184539794922,0.010678056702256189
2015-05-05,18.743457794189453,0.0,0.0,0.0,0.0,-0.21838760375976562,0.0,0.0,18.743457794189453,-0.011517212548488809
2015-05-06,18.626140594482425,0.0,0.0,0.0,0.0,-0.1173171997070277,0.0,0.0,18.626140594482425,-0.006259101228557551
2015-05-07,18.82467460632324,0.0,0.0,0.0,0.0,0.1985340118408132,0.0,0.0,18.82467460632324,0.010658891509689683
2015-05-08,18.80662727355957,0.0,0.0,0.0,0.0,-0.018047332763668322,0.0,0.0,18.80662727355957,-0.0009587062268585633
2015-05-11,18.95101547241211,0.0,0.0,0.0,0.0,0.14438819885253906,0.0,0.0,18.95101547241211,0.007677516906794635
2015-05-12,18.86077308654785,0.0,0.0,0.0,0.0,-0.09024238586425781,0.0,0.0,18.86077308654785,-0.004761876005833443
2015-05-13,18.960039138793945,0.0,0.0,0.0,0.0,0.09926605224609375,0.0,0.0,18.960039138793945,0.005263095621297342
2015-05-14,19.113454818725582,0.0,0.0,0.0,0.0,0.15341567993163707,0.0,0.0,19.113454818725582,0.008091527596993942
2015-05-15,19.07013511657715,0.0,0.0,0.0,0.0,-0.04331970214843395,0.0,0.0,19.07013511657715,-0.0022664506526571815
2015-05-18,19.17572021484375,0.0,0.0,0.0,0.0,0.10558509826660156,0.0,0.0,19.17572021484375,0.005536672793409858
2015-05-19,19.18564796447754,0.0,0.0,0.0,0.0,0.009927749633789062,0.0,0.0,19.18564796447754,0.0005177249940320205
2015-05-20,19.14954948425293,0.0,0.0,0.0,0.0,-0.036098480224609375,0.0,0.0,19.14954948425293,-0.0018815356297293695
2015-05-21,19.321014404296875,0.0,0.0,0.0,0.0,0.1714649200439453,0.0,0.0,19.321014404296875,0.008953992373812447
2015-05-22,19.36342430114746,0.0,0.0,0.0,0.0,0.04240989685058594,0.0,0.0,19.36342430114746,0.002195013986489025
2015-05-26,19.23076820373535,0.0,0.0,0.0,0.0,-0.13265609741210938,0.0,0.0,19.23076820373535,-0.006850859401157039
2015-05-27,19.239789962768555,0.0,0.0,0.0,0.0,0.009021759033203125,0.0,0.0,19.239789962768555,0.00046913149478089444
2015-05-28,19.474424362182617,0.0,0.0,0.0,0.0,0.2346343994140625,0.0,0.0,19.474424362182617,0.012195268236717238
2015-05-29,19.48886108398437,0.0,0.0,0.0,0.0,0.01443672180175426,0.0,0.0,19.48886108398437,0.000741316997784569
2015-06-01,19.42028045654297,0.0,0.0,0.0,0.0,-0.0685806274414027,0.0,0.0,19.42028045654297,-0.0035189653795500986
2015-06-02,19.454572677612305,0.0,0.0,0.0,0.0,0.03429222106933594,0.0,0.0,19.454572677612305,0.0017657943275366517
2015-06-03,19.564666748046875,0.0,0.0,0.0,0.0,0.11009407043457031,0.0,0.0,19.564666748046875,0.005659033084867593
2015-06-04,19.49247360229492,0.0,0.0,0.0,0.0,-0.07219314575195668,0.0,0.0,19.49247360229492,-0.003689975744624596
2015-06-05,19.51503562927246,0.0,0.0,0.0,0.0,0.022562026977542615,0.0,0.0,19.51503562927246,0.0011574737736150809
2015-06-08,19.49247360229492,0.0,0.0,0.0,0.0,-0.022562026977542615,0.0,0.0,19.49247360229492,-0.0011561355770060011
2015-06-09,19.366130828857425,0.0,0.0,0.0,0.0,-0.1263427734374929,0.0,0.0,19.366130828857425,-0.006481618291001245
2015-06-10,19.718080520629883,0.0,0.0,0.0,0.0,0.3519496917724574,0.0,0.0,19.718080520629883,0.018173464533659978
2015-06-11,19.65491104125977,0.0,0.0,0.0,0.0,-0.06316947937011363,0.0,0.0,19.65491104125977,-0.003203632285811109
2015-06-12,19.53759384155273,0.0,0.0,0.0,0.0,-0.11731719970703836,0.0,0.0,19.53759384155273,-0.005968849182820812
2015-06-15,19.2849178314209,0.0,0.0,0.0,0.0,-0.2526760101318324,0.0,0.0,19.2849178314209,-0.012932811081088125
2015-06-16,19.510522842407227,0.0,0.0,0.0,0.0,0.22560501098632812,0.0,0.0,19.510522842407227,0.011698520727879469
2015-06-17,19.70003318786621,0.0,0.0,0.0,0.0,0.18951034545898438,0.0,0.0,19.70003318786621,0.009713237671266972
2015-06-18,19.8985652923584,0.0,0.0,0.0,0.0,0.1985321044921875,0.0,0.0,19.8985652923584,0.01007775482401052
2015-06-19,19.85344696044922,0.0,0.0,0.0,0.0,-0.04511833190917969,0.0,0.0,19.85344696044922,-0.0022674163310912876
2015-06-22,19.8985652923584,0.0,0.0,0.0,0.0,0.04511833190917969,0.0,0.0,19.8985652923584,0.0022725691915899127
2015-06-23,20.06100273132324,0.0,0.0,0.0,0.0,0.1624374389648402,0.0,0.0,20.06100273132324,0.008163273913382119
2015-06-24,19.799299240112305,0.0,0.0,0.0,0.0,-0.26170349121093395,0.0,0.0,19.799299240112305,-0.013045384356700662
2015-06-25,19.763202667236328,0.0,0.0,0.0,0.0,-0.03609657287597656,0.0,0.0,19.763202667236328,-0.0018231237599989347
2015-06-26,19.61881256103516,0.0,0.0,0.0,0.0,-0.14439010620116832,0.0,0.0,19.61881256103516,-0.007306007464090825
2015-06-29,19.095401763916016,0.0,0.0,0.0,0.0,-0.5234107971191442,0.0,0.0,19.095401763916016,-0.026679025322801087
2015-06-30,19.26686668395996,0.0,0.0,0.0,0.0,0.1714649200439453,0.0,0.0,19.26686668395996,0.008979382689290105
2015-07-01,19.23076820373535,0.0,0.0,0.0,0.0,-0.036098480224609375,0.0,0.0,19.23076820373535,-0.0018736040902105344
2015-07-02,19.1748161315918,0.0,0.0,0.0,0.0,-0.055952072143551135,0.0,0.0,19.1748161315918,-0.0029095079068491847
2015-07-06,19.039451599121094,0.0,0.0,0.0,0.0,-0.13536453247070668,0.0,0.0,19.039451599121094,-0.007059495723022113
2015-07-07,18.932966232299805,0.0,0.0,0.0,0.0,-0.10648536682128906,0.0,0.0,18.932966232299805,-0.005592879934955941
2015-07-08,18.752485275268555,0.0,0.0,0.0,0.0,-0.18048095703125,0.0,0.0,18.752485275268555,-0.009532629743106424
2015-07-09,18.905895233154297,0.0,0.0,0.0,0.0,0.1534099578857422,0.0,0.0,18.905895233154297,0.00818078007441847
2015-07-10,19.10442924499512,0.0,0.0,0.0,0.0,0.19853401184082387,0.0,0.0,19.10442924499512,0.010501169576601965
2015-07-13,19.34808349609375,0.0,0.0,0.0,0.0,0.24365425109862926,0.0,0.0,19.34808349609375,0.012753809494856272
2015-07-14,19.460887908935547,0.0,0.0,0.0,0.0,0.11280441284179688,0.0,0.0,19.460887908935547,0.005830262871491687
2015-07-15,19.32552528381348,0.0,0.0,0.0,0.0,-0.13536262512206676,0.0,0.0,19.32552528381348,-0.006955624314546993
2015-07-16,19.71627426147461,0.0,0.0,0.0,0.0,0.39074897766112926,0.0,0.0,19.71627426147461,0.020219319885105946
2015-07-17,19.781251907348636,0.0,0.0,0.0,0.0,0.06497764587402699,0.0,0.0,19.781251907348636,0.0032956351191053557
2015-07-20,19.808324813842773,0.0,0.0,0.0,0.0,0.027072906494137072,0.0,0.0,19.808324813842773,0.0013686144143425505
2015-07-21,19.736129760742188,0.0,0.0,0.0,0.0,-0.07219505310058594,0.0,0.0,19.736129760742188,-0.0036446824140390355
2015-07-22,19.53759384155273,0.0,0.0,0.0,0.0,-0.19853591918945668,0.0,0.0,19.53759384155273,-0.010059516308226324
2015-07-23,19.672962188720703,0.0,0.0,0.0,0.0,0.1353683471679723,0.0,0.0,19.672962188720703,0.006928608930341751
2015-07-24,19.763202667236328,0.0,0.0,0.0,0.0,0.090240478515625,0.0,0.0,19.763202667236328,0.0045870305473043604
2015-07-27,19.53759384155273,0.0,0.0,0.0,0.0,-0.2256088256835973,0.0,0.0,19.53759384155273,-0.01141560047135548
2015-07-28,19.826372146606445,0.0,0.0,0.0,0.0,0.2887783050537145,0.0,0.0,19.826372146606445,0.014780648394867146
2015-07-29,19.691007614135746,0.0,0.0,0.0,0.0,-0.13536453247069957,0.0,0.0,19.691007614135746,-0.006827498821758371
2015-07-30,19.53759384155273,0.0,0.0,0.0,0.0,-0.15341377258301492,0.0,0.0,19.53759384155273,-0.007791057501439491
2015-07-31,19.402233123779297,0.0,0.0,0.0,0.0,-0.13536071777343395,0.0,0.0,19.402233123779297,-0.006928218432177058
2015-08-03,19.050281524658203,0.0,0.0,0.0,0.0,-0.35195159912109375,0.0,0.0,19.050281524658203,-0.018139746949527358
2015-08-04,18.99613571166992,0.0,0.0,0.0,0.0,-0.0541458129882848,0.0,0.0,18.99613571166992,-0.0028422578909502727
2015-08-05,19.041259765625,0.0,0.0,0.0,0.0,0.04512405395508168,0.0,0.0,19.041259765625,0.002375433332336252
2015-08-06,18.77052879333496,0.0,0.0,0.0,0.0,-0.27073097229003906,0.0,0.0,18.77052879333496,-0.014218122940520272
2015-08-07,18.74977302551269,0.6983895895102411,-0.7319716374146694,0.0,0.0,-0.020755767822269178,-0.033582047904428314,0.0,18.716190977608264,-0.0028948473601868585
2015-08-10,19.20369529724121,0.0,0.0,0.0,0.0,0.4539222717285192,-0.03358471314632549,-2.6652418971768505e-06,19.170110584094886,0.02425277702229489
2015-08-11,18.94920921325684,0.0,0.0,0.0,0.0,-0.25448608398437145,-0.0335873785997498,-2.6654534243115465e-06,18.915621834657088,-0.013275288544706831
2015-08-12,18.77052879333496,0.0,0.0,0.0,0.0,-0.17868041992187855,-0.03359004426471803,-2.665664968234111e-06,18.736938749070244,-0.009446323633910958
2015-08-13,18.940187454223636,0.0,0.0,0.0,0.0,0.16965866088867543,-0.03359271014124698,-2.6658765289458755e-06,18.90659474408239,0.00905462718772898
2015-08-14,18.9149169921875,0.7192922413772999,-0.7668907395200818,0.0,0.0,-0.025270462036136365,-0.08119387437213538,-2.6660881064481728e-06,18.833723117815364,-0.0038542967283854423
2015-08-17,19.05659866333008,0.0,0.0,0.0,0.0,0.14168167114258168,-0.08120031833041888,-6.443958283502808e-06,18.97539834499966,0.00752242274658288
2015-08-18,18.932966232299805,0.0,0.0,0.0,0.0,-0.12363243103027699,-0.08120676280012765,-6.444469708763403e-06,18.851759469499676,-0.006515745980772314
2015-08-19,18.72540855407715,0.0,0.0,0.0,0.0,-0.20755767822265625,-0.08121320778130225,-6.444981174613305e-06,18.644195346295845,-0.011010331610672663
2015-08-20,17.949316024780273,0.0,0.0,0.0,0.0,-0.776092529296875,-0.08121965327398331,-6.445492681055734e-06,17.86809637150629,-0.04162684204785205
2015-08-21,17.62444496154785,0.7224585072414764,-0.7774122225748222,0.0,0.0,-0.3248710632324219,-0.1361798146115572,-6.446004228093913e-06,17.488265146936293,-0.021257509287654353
2015-08-24,17.110055923461914,0.0,0.0,0.0,0.0,-0.5143890380859375,-0.13619062253335176,-1.0807921794568033e-05,16.973865300928562,-0.02941400085633117
2015-08-25,17.489078521728516,0.0,0.0,0.0,0.0,0.37902259826660156,-0.1362014313129179,-1.0808779566139029e-05,17.352877090415596,0.022329138517807046
2015-08-26,17.54773712158203,0.0,0.0,0.0,0.0,0.058658599853515625,-0.1362122409503237,-1.0809637405787134e-05,17.411524880631706,0.0033797156466059963
2015-08-27,18.088293075561523,0.0,0.0,0.0,0.0,0.5405559539794922,-0.1362230514456372,-1.0810495313517753e-05,17.952070024115887,0.031045250039269945
