Date,ARKK,ZF=F,ZN=F,ZT=F
2015-07-01,19.230764389038086,118.8671875,125.46875,109.3359375
2015-07-02,19.174816131591797,119.1796875,125.875,109.4609375
2015-07-06,19.039453506469727,119.65625,126.765625,109.5703125
2015-07-07,18.932966232299805,119.8046875,127.125,109.6171875
2015-07-08,18.75248146057129,119.9921875,127.375,109.6953125
2015-07-09,18.905895233154297,119.640625,126.671875,109.6015625
2015-07-10,19.104429244995117,119.1171875,125.734375,109.4453125
2015-07-13,19.348081588745117,119.0,125.59375,109.4296875
2015-07-14,19.460887908935547,119.203125,125.9375,109.5
2015-07-15,19.325525283813477,119.3984375,126.34375,109.5390625
2015-07-16,19.716276168823242,119.21875,126.171875,109.453125
2015-07-17,19.781253814697266,119.1328125,126.125,109.4375
2015-07-20,19.808324813842773,118.96875,125.890625,109.3671875
2015-07-21,19.736129760742188,119.1875,126.203125,109.4140625
2015-07-22,19.5375919342041,119.15625,126.3125,109.3671875
2015-07-23,19.672958374023438,119.3203125,126.609375,109.40625
2015-07-24,19.763202667236328,119.421875,126.71875,109.4375
2015-07-27,19.5375919342041,119.703125,127.15625,109.515625
2015-07-28,19.826370239257812,119.6328125,127.0,109.5
2015-07-29,19.691007614135742,119.546875,126.8125,109.4609375
2015-07-30,19.5375919342041,119.46875,126.84375,109.40625
2015-07-31,19.4022274017334,119.84375,127.4375,109.53125
2015-08-03,19.050281524658203,119.9921875,127.828125,109.5546875
2015-08-04,18.996135711669922,119.5703125,127.265625,109.4140625
2015-08-05,19.041259765625,119.328125,126.75,109.390625
2015-08-06,18.770530700683594,119.46875,127.015625,109.4296875
2015-08-07,18.749773025512695,119.609375,127.453125,109.3828125
2015-08-10,19.203693389892578,119.453125,127.015625,109.390625
2015-08-11,18.949207305908203,119.921875,127.859375,109.515625
2015-08-12,18.770530700683594,120.0390625,127.96875,109.5703125
2015-08-13,18.940185546875,119.703125,127.484375,109.453125
2015-08-14,18.914918899536133,119.5859375,127.359375,109.421875
2015-08-17,19.056598663330078,119.796875,127.765625,109.4609375
2015-08-18,18.932966232299805,119.703125,127.453125,109.4453125
2015-08-19,18.72541046142578,120.109375,128.09375,109.5625
2015-08-20,17.949317932128906,120.140625,128.328125,109.515625
2015-08-21,17.624446868896484,120.4140625,128.671875,109.609375
2015-08-24,17.11005973815918,120.7734375,129.203125,109.75
2015-08-25,17.489076614379883,120.234375,128.0625,109.6015625
2015-08-26,17.54773712158203,120.2734375,127.9375,109.6328125
2015-08-27,18.088293075561523,120.203125,127.953125,109.6015625
2015-08-28,18.265169143676758,119.953125,127.78125,109.5078125
2015-08-31,18.13882827758789,119.8125,127.640625,109.4609375
2015-09-01,17.480056762695312,119.984375,127.875,109.515625
2015-09-02,17.674076080322266,119.8984375,127.734375,109.5
2015-09-03,17.877126693725586,120.078125,127.953125,109.5546875
2015-09-04,17.525178909301758,120.1953125,128.296875,109.5625
2015-09-08,18.06663703918457,119.9453125,127.828125,109.5
2015-09-09,18.129804611206055,120.0078125,128.0,109.5078125
2015-09-10,18.0576114654541,119.90625,127.734375,109.515625
2015-09-11,18.14785385131836,120.140625,128.109375,109.546875
2015-09-14,18.11175537109375,120.140625,128.125,109.515625
2015-09-15,18.346389770507812,119.671875,126.703125,109.3984375
2015-09-16,18.562971115112305,119.625,126.515625,109.328125
2015-09-17,18.72541046142578,120.2109375,127.296875,109.53125
2015-09-18,18.43663215637207,120.4921875,127.96875,109.578125
2015-09-21,18.31931495666504,120.203125,127.375,109.5234375
2015-09-22,17.94029426574707,120.5390625,128.109375,109.609375
2015-09-23,17.904199600219727,120.46875,127.96875,109.609375
2015-09-24,17.69664192199707,120.546875,128.125,109.640625
2015-09-25,17.50712776184082,120.40625,127.84375,109.6171875
2015-09-28,17.146156311035156,120.65625,128.4375,109.6640625
2015-09-29,16.866405487060547,120.8828125,128.8125,109.7109375
2015-09-30,16.956645965576172,120.8359375,128.734375,109.71875
2015-10-01,16.722015380859375,120.5,128.75,109.5
2015-10-02,17.218351364135742,120.9609375,129.34375,109.65625
2015-10-05,17.615419387817383,120.6640625,128.828125,109.5859375
2015-10-06,17.353715896606445,120.75,129.03125,109.609375
2015-10-07,17.606395721435547,120.5703125,128.8125,109.5625
2015-10-08,17.498104095458984,120.4296875,128.46875,109.546875
2015-10-09,17.890663146972656,120.390625,128.484375,109.53125
2015-10-12,17.75078582763672,120.5390625,128.765625,109.5546875
2015-10-13,17.687612533569336,120.625,128.859375,109.5859375
2015-10-14,17.59737205505371,121.0390625,129.546875,109.71875
2015-10-15,17.619932174682617,120.7421875,129.125,109.6328125
2015-10-16,17.877126693725586,120.6796875,129.03125,109.6015625
2015-10-19,17.877126693725586,120.7109375,128.96875,109.6328125
2015-10-20,17.593761444091797,120.4765625,128.5625,109.5546875
2015-10-21,17.74176025390625,120.59375,128.875,109.5703125
2015-10-22,17.551347732543945,120.65625,128.9375,109.625
2015-10-23,17.877126693725586,120.3203125,128.421875,109.546875
2015-10-26,17.850051879882812,120.3984375,128.59375,109.546875
2015-10-27,17.69664192199707,120.609375,128.921875,109.6015625
2015-10-28,17.88614845275879,120.0546875,128.203125,109.40625
2015-10-29,17.7959041595459,119.78125,127.609375,109.359375
2015-10-30,17.958343505859375,119.7734375,127.6875,109.328125
2015-11-02,18.463703155517578,119.5859375,127.375,109.28125
2015-11-03,18.459192276000977,119.4296875,127.109375,109.2421875
2015-11-04,18.803016662597656,119.203125,126.921875,109.1640625
2015-11-05,18.644189834594727,119.1484375,126.828125,109.1640625
2015-11-06,18.8138484954834,118.703125,126.046875,109.0546875
2015-11-09,18.666748046875,118.703125,126.03125,109.078125
2015-11-10,18.43933868408203,118.90625,126.296875,109.125
2015-11-11,18.40053367614746,118.7734375,126.0625,109.0703125
2015-11-12,18.084684371948242,118.828125,126.203125,109.0859375
2015-11-13,17.88614845275879,119.0625,126.53125,109.1328125
2015-11-16,17.976390838623047,119.171875,126.671875,109.15625
2015-11-17,18.001659393310547,119.1484375,126.734375,109.140625
2015-11-18,18.220048904418945,119.078125,126.65625,109.1015625
2015-11-19,18.50882339477539,119.1015625,126.78125,109.0703125
2015-11-20,18.635164260864258,119.046875,126.671875,109.046875
2015-11-23,18.66223907470703,119.0859375,126.8125,109.03125
2015-11-24,18.617116928100586,119.1640625,126.90625,109.0546875
2015-11-25,18.860769271850586,119.1796875,126.984375,109.0546875
2015-11-27,19.194673538208008,119.2421875,127.078125,109.0625
2015-11-30,19.13150405883789,119.2109375,127.015625,109.0390625
2015-12-01,19.230764389038086,119.5,127.515625,109.0859375
2015-12-02,19.27589225769043,119.296875,127.296875,109.015625
2015-12-03,18.815650939941406,118.8359375,126.1875,108.9921875
2015-12-04,19.000646591186523,118.9609375,126.546875,108.9765625
2015-12-07,18.761507034301758,119.15625,126.9375,109.0
2015-12-08,18.941991806030273,119.15625,126.921875,108.984375
2015-12-09,18.693822860717773,119.40625,127.25,109.0390625
2015-12-10,19.01418685913086,119.1875,126.953125,109.0078125
2015-12-11,18.878820419311523,119.7265625,127.71875,109.125
2015-12-14,18.23809814453125,119.3359375,127.03125,109.0078125
2015-12-15,18.54672622680664,119.140625,126.71875,109.0
2015-12-16,18.75248146057129,118.9140625,126.390625,108.90625
2015-12-17,18.944698333740234,118.9375,126.75,108.890625
2015-12-18,18.88784408569336,119.171875,127.125,108.953125
2015-12-21,18.833698272705078,119.2265625,127.15625,108.9453125
2015-12-22,18.914918899536133,119.0078125,126.171875,108.8828125
2015-12-23,19.191967010498047,118.953125,126.0,108.875
2015-12-24,19.26300621032715,119.0078125,126.171875,108.8828125
2015-12-28,19.291606903076172,119.015625,126.265625,108.8828125
2015-12-29,19.171667098999023,118.6953125,125.65625,108.8125
2015-12-30,19.22702407836914,118.7265625,125.609375,108.84375
2015-12-31,18.876432418823242,118.84375,125.90625,108.8515625
2016-01-04,18.46126365661621,118.46875,126.15625,108.6640625
2016-01-05,18.608882904052734,118.546875,126.25,108.6640625
2016-01-06,18.295194625854492,118.9296875,126.859375,108.765625
2016-01-07,17.575563430786133,119.140625,127.109375,108.8203125
2016-01-08,17.372594833374023,119.34375,127.40625,108.8515625
2016-01-11,16.763675689697266,119.375,127.359375,108.8984375
2016-01-12,17.008167266845703,119.5546875,127.828125,108.921875
2016-01-13,16.486896514892578,119.6796875,128.0625,108.953125
2016-01-14,16.634511947631836,119.6875,127.828125,108.984375
2016-01-15,15.97946548461914,120.0390625,128.453125,109.09375
2016-01-19,16.14553451538086,119.9765625,128.390625,109.0703125
2016-01-20,15.730360984802246,120.2578125,128.875,109.15625
2016-01-21,15.868752479553223,120.1953125,128.671875,109.1484375
2016-01-22,16.1732120513916,119.9921875,128.375,109.09375
2016-01-25,15.97946548461914,120.0390625,128.546875,109.1015625
2016-01-26,15.730360984802246,120.1875,128.8125,109.15625
2016-01-27,15.570754051208496,120.2265625,128.859375,109.1796875
2016-01-28,15.204480171203613,120.3515625,129.03125,109.2109375
2016-01-29,15.444355964660645,120.671875,129.578125,109.3125
2016-02-01,15.5689058303833,120.40625,129.171875,109.234375
2016-02-02,15.186025619506836,120.9140625,130.09375,109.359375
2016-02-03,15.100226402282715,120.9609375,130.015625,109.3984375
2016-02-04,15.24138355255127,121.078125,130.265625,109.4296875
2016-02-05,14.300329208374023,121.0390625,130.359375,109.3984375
2016-02-08,13.65450668334961,121.5546875,131.296875,109.546875
2016-02-09,13.709863662719727,121.53125,131.3125,109.5234375
2016-02-10,13.8897705078125,121.59375,131.5,109.5078125
2016-02-11,13.636056900024414,121.8046875,132.03125,109.6328125
2016-02-12,13.792898178100586,121.3125,131.0625,109.4921875
2016-02-16,14.346460342407227,121.234375,130.90625,109.453125
2016-02-17,14.88156795501709,121.0,130.4375,109.390625
2016-02-18,14.826212882995605,121.234375,130.921875,109.4375
2016-02-19,14.853891372680664,121.140625,130.90625,109.3671875
2016-02-22,15.195253372192383,121.0390625,130.78125,109.3359375
2016-02-23,15.038410186767578,121.1484375,130.9375,109.359375
2016-02-24,15.16757583618164,121.1875,131.0,109.390625
2016-02-25,15.2506103515625,121.46875,131.453125,109.4453125
2016-02-26,15.702685356140137,121.0078125,130.75,109.2734375
2016-02-29,15.77649211883545,121.1015625,130.90625,109.2890625
2016-03-01,16.131694793701172,120.6484375,130.0,109.1640625
2016-03-02,16.357730865478516,120.5234375,129.75,109.15625
2016-03-03,16.74061393737793,120.609375,129.921875,109.171875
2016-03-04,17.105039596557617,120.328125,129.5,109.109375
2016-03-07,17.077362060546875,120.15625,129.34375,109.0625
2016-03-08,16.800579071044922,120.4765625,129.921875,109.125
2016-03-09,16.588380813598633,120.3125,129.484375,109.09375
2016-03-10,16.43430519104004,120.0625,129.0625,109.03125
2016-03-11,16.542253494262695,119.8828125,128.796875,108.9765625
2016-03-14,16.975875854492188,119.890625,128.875,108.96875
2016-03-15,16.459218978881836,119.8359375,128.859375,108.9609375
2016-03-16,16.59760856628418,120.3046875,129.296875,109.1484375
2016-03-17,16.699092864990234,120.453125,129.5625,109.1640625
2016-03-18,17.075517654418945,120.6640625,129.859375,109.21875
2016-03-21,17.238815307617188,120.484375,129.546875,109.15625
2016-03-22,17.409500122070312,120.3203125,128.796875,109.125
2016-03-23,17.409500122070312,120.6328125,129.328125,109.1953125
2016-03-24,16.855939865112305,120.53125,129.21875,109.1796875
2016-03-28,16.855939865112305,120.6484375,129.40625,109.1875
2016-03-29,17.377206802368164,121.03125,130.0,109.359375
2016-03-30,17.437177658081055,121.1875,130.015625,109.4140625
2016-03-31,17.649372100830078,121.34375,130.390625,109.4140625
2016-04-01,17.649372100830078,121.03125,130.296875,109.3125
2016-04-04,18.01841926574707,121.1171875,130.46875,109.34375
2016-04-05,17.89847755432129,121.3359375,130.828125,109.390625
2016-04-06,17.975053787231445,121.265625,130.6875,109.3515625
2016-04-07,17.990737915039062,121.5703125,131.25,109.4296875
2016-04-08,17.889249801635742,121.4765625,131.03125,109.40625
2016-04-11,17.889249801635742,121.4921875,131.03125,109.40625
2016-04-12,17.981510162353516,121.203125,130.546875,109.3359375
2016-04-13,18.27674674987793,121.203125,130.625,109.3203125
2016-04-14,18.470491409301758,121.09375,130.375,109.3125
2016-04-15,18.239839553833008,121.2421875,130.640625,109.359375
2016-04-18,18.28227996826172,121.1484375,130.5,109.3359375
2016-04-19,17.892940521240234,121.0234375,130.359375,109.3125
2016-04-20,18.05070686340332,120.6484375,129.75,109.2109375
2016-04-21,18.227846145629883,120.5859375,129.609375,109.1953125
2016-04-22,18.184480667114258,120.5,129.46875,109.203125
2016-04-25,18.101449966430664,120.453125,129.375,109.1796875
2016-04-26,18.056238174438477,120.328125,129.171875,109.1328125
2016-04-27,17.963058471679688,120.6328125,129.78125,109.1796875
2016-04-28,18.078384399414062,120.8203125,129.953125,109.28125
2016-04-29,17.41872215270996,120.9140625,130.0625,109.3125
2016-05-02,17.529434204101562,120.7109375,129.703125,109.2734375
2016-05-03,17.271106719970703,121.046875,130.296875,109.34375
2016-05-04,16.800579071044922,121.1328125,130.4375,109.3671875
2016-05-05,16.754451751708984,121.2890625,130.734375,109.4140625
2016-05-06,16.55147933959961,121.1796875,130.53125,109.3828125
2016-05-09,16.883615493774414,121.3515625,130.796875,109.4375
2016-05-10,17.014625549316406,121.34375,130.78125,109.4140625
2016-05-11,16.8909969329834,121.3515625,130.90625,109.3984375
2016-05-12,16.559782028198242,121.1328125,130.59375,109.328125
2016-05-13,16.70832061767578,121.296875,130.96875,109.34375
2016-05-16,16.865161895751953,121.0234375,130.515625,109.265625
2016-05-17,16.745223999023438,120.8984375,130.40625,109.1953125
2016-05-18,16.865161895751953,120.2734375,129.375,109.0234375
2016-05-19,16.57823371887207,120.4453125,129.671875,109.078125
2016-05-20,16.79135513305664,120.453125,129.703125,109.0625
2016-05-23,16.953731536865234,120.453125,129.75,109.046875
2016-05-24,17.455625534057617,120.34375,129.5625,109.0234375
2016-05-25,17.612472534179688,120.3125,129.46875,109.0390625
2016-05-26,17.732406616210938,120.59375,129.890625,109.1328125
2016-05-27,17.7969913482666,120.515625,129.796875,109.1015625
2016-05-31,17.981510162353516,120.546875,129.796875,109.125
2016-06-01,18.00918960571289,120.40625,129.640625,109.0703125
2016-06-02,18.214008331298828,120.5546875,129.921875,109.09375
2016-06-03,18.055316925048828,121.1953125,130.953125,109.3203125
2016-06-06,18.37822914123535,121.171875,130.859375,109.28125
2016-06-07,18.3874568939209,121.2421875,130.9375,109.3125
2016-06-08,18.37822914123535,121.2265625,130.890625,109.3125
2016-06-09,18.110673904418945,121.3203125,131.078125,109.3515625
2016-06-10,18.082998275756836,121.5703125,131.453125,109.421875
2016-06-13,17.815441131591797,121.7421875,131.6875,109.453125
2016-06-14,17.7508602142334,121.765625,131.71875,109.4375
2016-06-15,17.89847755432129,121.9453125,131.984375,109.5078125
2016-06-16,17.916929244995117,122.0390625,132.15625,109.5
2016-06-17,18.055316925048828,121.828125,131.765625,109.484375
2016-06-20,18.147581100463867,121.65625,131.390625,109.4140625
2016-06-21,18.064546585083008,121.5078125,131.34375,109.3984375
2016-06-22,17.933536529541016,121.5625,131.34375,109.421875
2016-06-23,18.101449966430664,121.2890625,130.8125,109.3359375
2016-06-24,17.492530822753906,122.078125,132.375,109.6015625
2016-06-27,16.846710205078125,122.5078125,133.28125,109.6875
2016-06-28,17.250810623168945,122.484375,133.25,109.671875
2016-06-29,17.677974700927734,122.3515625,133.0625,109.640625
2016-06-30,17.7969913482666,122.40625,132.984375,109.6171875
2016-07-01,17.945528030395508,122.140625,133.078125,109.6328125
2016-07-05,17.758241653442383,122.484375,133.890625,109.7109375
2016-07-06,17.704729080200195,122.3515625,133.671875,109.6484375
2016-07-07,18.101449966430664,122.3671875,133.6875,109.6328125
2016-07-08,18.479717254638672,122.3984375,133.796875,109.59375
2016-07-11,18.553524017333984,122.03125,133.15625,109.5078125
2016-07-12,18.876432418823242,121.7421875,132.515625,109.4375
2016-07-13,18.894886016845703,121.859375,132.828125,109.46875
2016-07-14,18.71497917175293,121.671875,132.390625,109.421875
2016-07-15,18.724205017089844,121.3671875,131.875,109.34375
2016-07-18,18.88750648498535,121.46875,132.03125,109.3671875
2016-07-19,18.53507423400879,121.53125,132.234375,109.375
2016-07-20,18.83584213256836,121.3828125,131.984375,109.328125
2016-07-21,18.80262565612793,121.5859375,132.234375,109.390625
2016-07-22,18.576587677001953,121.4921875,132.125,109.3515625
2016-07-25,18.567365646362305,121.3984375,132.0625,109.296875
2016-07-26,18.76572036743164,121.421875,132.125,109.296875
2016-07-27,18.92902374267578,121.6875,132.546875,109.375
2016-07-28,19.09786033630371,121.703125,132.5625,109.3828125
2016-07-29,18.99637222290039,122.015625,133.046875,109.5
2016-08-01,19.03420066833496,121.9375,132.796875,109.4609375
2016-08-02,18.64855194091797,121.84375,132.546875,109.46875
2016-08-03,18.848756790161133,121.875,132.578125,109.4609375
2016-08-04,19.079408645629883,122.0703125,132.953125,109.515625
2016-08-05,19.219642639160156,121.53125,132.140625,109.359375
2016-08-08,19.282379150390625,121.5,132.046875,109.359375
2016-08-09,19.282379150390625,121.640625,132.34375,109.390625
2016-08-10,19.31098175048828,121.84375,132.734375,109.453125
2016-08-11,19.471515655517578,121.4296875,132.046875,109.328125
2016-08-12,19.540708541870117,121.6953125,132.53125,109.4140625
2016-08-15,19.540708541870117,121.546875,132.25,109.375
2016-08-16,19.67909812927246,121.3984375,132.0,109.3203125
2016-08-17,19.52594566345215,121.4375,132.109375,109.328125
2016-08-18,19.582225799560547,121.6328125,132.375,109.3828125
2016-08-19,19.448448181152344,121.3828125,131.953125,109.3125
2016-08-22,19.527793884277344,121.5234375,132.28125,109.328125
2016-08-23,19.62189483642578,121.46875,132.21875,109.3046875
2016-08-24,19.5960636138916,121.4765625,132.21875,109.296875
2016-08-25,19.30082893371582,121.375,132.0625,109.265625
2016-08-26,19.27315330505371,120.9296875,131.375,109.140625
2016-08-29,19.410621643066406,121.2578125,131.953125,109.2265625
2016-08-30,19.222410202026367,121.234375,131.890625,109.234375
2016-08-31,19.018518447875977,121.2421875,131.875,109.25
2016-09-01,18.885662078857422,121.2578125,131.890625,109.265625
2016-09-02,19.091402053833008,121.25,131.71875,109.25
2016-09-06,19.530559539794922,121.578125,132.296875,109.3515625
2016-09-07,19.630203247070312,121.578125,132.296875,109.34375
2016-09-08,19.63204574584961,121.234375,131.671875,109.265625
2016-09-09,19.35618782043457,121.09375,131.3125,109.234375
2016-09-12,19.35618782043457,121.2109375,131.453125,109.28125
2016-09-13,19.01205825805664,120.9609375,130.96875,109.21875
2016-09-14,19.11631202697754,121.265625,131.4375,109.3046875
2016-09-15,19.559160232543945,121.3203125,131.453125,109.34375
2016-09-16,19.559160232543945,121.2109375,131.40625,109.2578125
2016-09-19,19.725229263305664,121.21875,131.421875,109.265625
2016-09-20,19.789812088012695,121.234375,131.484375,109.2578125
2016-09-21,19.60529136657715,121.2265625,131.375,109.2421875
2016-09-22,20.15885353088379,121.34375,130.859375,109.265625
2016-09-23,20.167156219482422,121.4765625,131.03125,109.3203125
2016-09-26,20.011234283447266,121.609375,131.3125,109.359375
2016-09-27,20.394115447998047,121.703125,131.53125,109.40625
2016-09-28,20.444856643676758,121.6640625,131.4375,109.375
2016-09-29,20.260337829589844,121.7265625,131.546875,109.3984375
2016-09-30,20.46331024169922,121.5078125,131.125,109.328125
2016-10-03,20.490989685058594,121.34375,130.953125,109.1484375
2016-10-04,20.371049880981445,121.1328125,130.5,109.1015625
2016-10-05,20.65982437133789,120.96875,130.21875,109.0546875
2016-10-06,20.131175994873047,120.8046875,129.953125,109.03125
2016-10-07,20.021385192871094,120.8671875,130.0625,109.03125
2016-10-10,20.204980850219727,,,
2016-10-11,19.374637603759766,120.7421875,129.890625,108.9765625
2016-10-12,19.236249923706055,120.703125,129.8125,108.9609375
2016-10-13,18.995450973510742,120.9375,130.1875,109.0390625
2016-10-14,18.80262565612793,120.828125,129.859375,109.0390625
2016-10-17,18.673463821411133,120.9765625,130.125,109.0703125
2016-10-18,18.97791862487793,121.0703125,130.296875,109.1015625
2016-10-19,19.051729202270508,121.0703125,130.265625,109.1171875
