Date,Close
2014-10-31 00:00:00-04:00,167.99020385742188
2014-11-03 00:00:00-05:00,168.08184814453125
2014-11-04 00:00:00-05:00,167.49868774414062
2014-11-05 00:00:00-05:00,168.556640625
2014-11-06 00:00:00-05:00,169.2313995361328
2014-11-07 00:00:00-05:00,169.38967895507812
2014-11-10 00:00:00-05:00,169.9227752685547
2014-11-11 00:00:00-05:00,170.08946228027344
2014-11-12 00:00:00-05:00,169.90618896484375
2014-11-13 00:00:00-05:00,170.09774780273438
2014-11-14 00:00:00-05:00,170.13937377929688
2014-11-17 00:00:00-05:00,170.2477264404297
2014-11-18 00:00:00-05:00,171.23068237304688
2014-11-19 00:00:00-05:00,170.95579528808594
2014-11-20 00:00:00-05:00,171.2556915283203
2014-11-21 00:00:00-05:00,172.1719970703125
2014-11-24 00:00:00-05:00,172.6551971435547
2014-11-25 00:00:00-05:00,172.53025817871094
2014-11-26 00:00:00-05:00,172.97171020507812
2014-11-28 00:00:00-05:00,172.6051483154297
2014-12-01 00:00:00-05:00,171.4056396484375
2014-12-02 00:00:00-05:00,172.51358032226562
2014-12-03 00:00:00-05:00,173.1799774169922
2014-12-04 00:00:00-05:00,172.98841857910156
2014-12-05 00:00:00-05:00,173.27163696289062
2014-12-08 00:00:00-05:00,172.11373901367188
2014-12-09 00:00:00-05:00,171.9971160888672
2014-12-10 00:00:00-05:00,169.23974609375
2014-12-11 00:00:00-05:00,170.09774780273438
2014-12-12 00:00:00-05:00,167.34873962402344
2014-12-15 00:00:00-05:00,166.19912719726562
2014-12-16 00:00:00-05:00,164.8663330078125
2014-12-17 00:00:00-05:00,168.09849548339844
2014-12-18 00:00:00-05:00,172.25534057617188
2014-12-19 00:00:00-05:00,172.98826599121094
2014-12-22 00:00:00-05:00,173.7840576171875
2014-12-23 00:00:00-05:00,174.01853942871094
2014-12-24 00:00:00-05:00,174.03533935546875
2014-12-26 00:00:00-05:00,174.5965576171875
2014-12-29 00:00:00-05:00,174.83102416992188
2014-12-30 00:00:00-05:00,173.8929901123047
2014-12-31 00:00:00-05:00,172.16738891601562
2015-01-02 00:00:00-05:00,172.07525634765625
2015-01-05 00:00:00-05:00,168.96763610839844
2015-01-06 00:00:00-05:00,167.37612915039062
2015-01-07 00:00:00-05:00,169.46182250976562
2015-01-08 00:00:00-05:00,172.46888732910156
2015-01-09 00:00:00-05:00,171.0868682861328
2015-01-12 00:00:00-05:00,169.74661254882812
2015-01-13 00:00:00-05:00,169.2691192626953
2015-01-14 00:00:00-05:00,168.2472686767578
2015-01-15 00:00:00-05:00,166.7060546875
2015-01-16 00:00:00-05:00,168.8922119140625
2015-01-20 00:00:00-05:00,169.25233459472656
2015-01-21 00:00:00-05:00,170.10678100585938
2015-01-22 00:00:00-05:00,172.636474609375
2015-01-23 00:00:00-05:00,171.68995666503906
2015-01-26 00:00:00-05:00,172.0919647216797
2015-01-27 00:00:00-05:00,169.822021484375
2015-01-28 00:00:00-05:00,167.64413452148438
2015-01-29 00:00:00-05:00,169.19378662109375
2015-01-30 00:00:00-05:00,167.06617736816406
2015-02-02 00:00:00-05:00,169.13514709472656
2015-02-03 00:00:00-05:00,171.5810546875
2015-02-04 00:00:00-05:00,170.92771911621094
2015-02-05 00:00:00-05:00,172.65318298339844
2015-02-06 00:00:00-05:00,172.1757354736328
2015-02-09 00:00:00-05:00,171.40521240234375
2015-02-10 00:00:00-05:00,173.23117065429688
2015-02-11 00:00:00-05:00,173.3317108154297
2015-02-12 00:00:00-05:00,174.9986114501953
2015-02-13 00:00:00-05:00,175.71897888183594
2015-02-17 00:00:00-05:00,175.99537658691406
2015-02-18 00:00:00-05:00,176.01210021972656
2015-02-19 00:00:00-05:00,175.88645935058594
2015-02-20 00:00:00-05:00,176.94190979003906
2015-02-23 00:00:00-05:00,176.91677856445312
2015-02-24 00:00:00-05:00,177.41929626464844
2015-02-25 00:00:00-05:00,177.26861572265625
2015-02-26 00:00:00-05:00,177.0591583251953
2015-02-27 00:00:00-05:00,176.4560546875
2015-03-02 00:00:00-05:00,177.57012939453125
2015-03-03 00:00:00-05:00,176.84140014648438
2015-03-04 00:00:00-05:00,176.0959014892578
2015-03-05 00:00:00-05:00,176.2885284423828
2015-03-06 00:00:00-05:00,173.80914306640625
2015-03-09 00:00:00-04:00,174.52951049804688
2015-03-10 00:00:00-04:00,171.6982879638672
2015-03-11 00:00:00-04:00,171.29624938964844
2015-03-12 00:00:00-04:00,173.47410583496094
2015-03-13 00:00:00-04:00,172.41029357910156
2015-03-16 00:00:00-04:00,174.71377563476562
2015-03-17 00:00:00-04:00,174.19447326660156
2015-03-18 00:00:00-04:00,176.2885284423828
2015-03-19 00:00:00-04:00,175.48440551757812
2015-03-20 00:00:00-04:00,177.0334014892578
2015-03-23 00:00:00-04:00,176.6884002685547
2015-03-24 00:00:00-04:00,175.69564819335938
2015-03-25 00:00:00-04:00,173.1209716796875
2015-03-26 00:00:00-04:00,172.7086639404297
2015-03-27 00:00:00-04:00,173.1042022705078
2015-03-30 00:00:00-04:00,175.21604919433594
2015-03-31 00:00:00-04:00,173.6847381591797
2015-04-01 00:00:00-04:00,173.0705108642578
2015-04-02 00:00:00-04:00,173.69317626953125
2015-04-06 00:00:00-04:00,174.86264038085938
2015-04-07 00:00:00-04:00,174.39987182617188
2015-04-08 00:00:00-04:00,174.98886108398438
2015-04-09 00:00:00-04:00,175.76290893554688
2015-04-10 00:00:00-04:00,176.72207641601562
2015-04-13 00:00:00-04:00,175.92274475097656
2015-04-14 00:00:00-04:00,176.25927734375
2015-04-15 00:00:00-04:00,177.05018615722656
2015-04-16 00:00:00-04:00,176.999755859375
2015-04-17 00:00:00-04:00,174.96360778808594
2015-04-20 00:00:00-04:00,176.56222534179688
2015-04-21 00:00:00-04:00,176.3518524169922
2015-04-22 00:00:00-04:00,177.218505859375
2015-04-23 00:00:00-04:00,177.6644287109375
2015-04-24 00:00:00-04:00,178.07664489746094
2015-04-27 00:00:00-04:00,177.3363494873047
2015-04-28 00:00:00-04:00,177.8999786376953
2015-04-29 00:00:00-04:00,177.16798400878906
2015-04-30 00:00:00-04:00,175.39271545410156
2015-05-01 00:00:00-04:00,177.29421997070312
2015-05-04 00:00:00-04:00,177.79904174804688
2015-05-05 00:00:00-04:00,175.76290893554688
2015-05-06 00:00:00-04:00,175.03933715820312
2015-05-07 00:00:00-04:00,175.73770141601562
2015-05-08 00:00:00-04:00,178.05145263671875
2015-05-11 00:00:00-04:00,177.20167541503906
2015-05-12 00:00:00-04:00,176.67156982421875
2015-05-13 00:00:00-04:00,176.70526123046875
2015-05-14 00:00:00-04:00,178.54786682128906
2015-05-15 00:00:00-04:00,178.74136352539062
2015-05-18 00:00:00-04:00,179.29672241210938
2015-05-19 00:00:00-04:00,179.23782348632812
2015-05-20 00:00:00-04:00,179.11158752441406
2015-05-21 00:00:00-04:00,179.63316345214844
2015-05-22 00:00:00-04:00,179.20407104492188
2015-05-26 00:00:00-04:00,177.27735900878906
2015-05-27 00:00:00-04:00,178.9601593017578
2015-05-28 00:00:00-04:00,178.75820922851562
2015-05-29 00:00:00-04:00,177.64761352539062
2015-06-01 00:00:00-04:00,178.00941467285156
2015-06-02 00:00:00-04:00,177.8326416015625
2015-06-03 00:00:00-04:00,178.3038787841797
2015-06-04 00:00:00-04:00,176.79779052734375
2015-06-05 00:00:00-04:00,176.4949493408203
2015-06-08 00:00:00-04:00,175.40956115722656
2015-06-09 00:00:00-04:00,175.38429260253906
2015-06-10 00:00:00-04:00,177.4877471923828
2015-06-11 00:00:00-04:00,178.0598907470703
2015-06-12 00:00:00-04:00,176.69679260253906
2015-06-15 00:00:00-04:00,175.9395751953125
2015-06-16 00:00:00-04:00,176.8987274169922
2015-06-17 00:00:00-04:00,177.1848602294922
2015-06-18 00:00:00-04:00,179.0274658203125
2015-06-19 00:00:00-04:00,178.23269653320312
2015-06-22 00:00:00-04:00,179.1457977294922
2015-06-23 00:00:00-04:00,179.27261352539062
2015-06-24 00:00:00-04:00,177.97059631347656
2015-06-25 00:00:00-04:00,177.42950439453125
2015-06-26 00:00:00-04:00,177.39569091796875
2015-06-29 00:00:00-04:00,173.67568969726562
2015-06-30 00:00:00-04:00,174.03916931152344
2015-07-01 00:00:00-04:00,175.4342041015625
2015-07-02 00:00:00-04:00,175.2735137939453
2015-07-06 00:00:00-04:00,174.7747802734375
2015-07-07 00:00:00-04:00,175.87384033203125
2015-07-08 00:00:00-04:00,172.9231414794922
2015-07-09 00:00:00-04:00,173.23599243164062
2015-07-10 00:00:00-04:00,175.41732788085938
2015-07-13 00:00:00-04:00,177.35345458984375
2015-07-14 00:00:00-04:00,178.12278747558594
2015-07-15 00:00:00-04:00,178.0636444091797
2015-07-16 00:00:00-04:00,179.49240112304688
2015-07-17 00:00:00-04:00,179.64462280273438
2015-07-20 00:00:00-04:00,179.73760986328125
2015-07-21 00:00:00-04:00,179.02749633789062
2015-07-22 00:00:00-04:00,178.70611572265625
2015-07-23 00:00:00-04:00,177.7000274658203
2015-07-24 00:00:00-04:00,175.8569793701172
2015-07-27 00:00:00-04:00,174.83392333984375
2015-07-28 00:00:00-04:00,176.98143005371094
2015-07-29 00:00:00-04:00,178.1989288330078
2015-07-30 00:00:00-04:00,178.2411651611328
2015-07-31 00:00:00-04:00,177.97059631347656
2015-08-03 00:00:00-04:00,177.3703155517578
2015-08-04 00:00:00-04:00,177.02365112304688
2015-08-05 00:00:00-04:00,177.60702514648438
2015-08-06 00:00:00-04:00,176.15289306640625
2015-08-07 00:00:00-04:00,175.8146514892578
2015-08-10 00:00:00-04:00,178.02976989746094
2015-08-11 00:00:00-04:00,176.42340087890625
2015-08-12 00:00:00-04:00,176.63478088378906
