,Close
,ARKK
Date,
2014-10-31,18.391508102416992
2014-11-03,18.391508102416992
2014-11-04,18.283218383789062
2014-11-05,18.048587799072266
2014-11-06,18.174922943115234
2014-11-07,18.156877517700195
2014-11-10,18.31931495666504
2014-11-11,18.31028938293457
2014-11-12,18.373462677001953
2014-11-13,18.35541343688965
2014-11-14,18.445655822753906
2014-11-17,18.418582916259766
2014-11-18,18.590044021606445
2014-11-19,18.31028938293457
2014-11-20,18.301265716552734
2014-11-21,18.373462677001953
2014-11-24,18.49077606201172
2014-11-25,18.517847061157227
2014-11-26,18.553943634033203
2014-11-28,18.581018447875977
2014-12-01,18.2922420501709
2014-12-02,18.093706130981445
2014-12-03,18.129802703857422
2014-12-04,18.102731704711914
2014-12-05,18.14785385131836
2014-12-08,17.804933547973633
2014-12-09,17.850053787231445
2014-12-10,17.804933547973633
2014-12-11,17.84103012084961
2014-12-12,17.694833755493164
2014-12-15,17.39883804321289
2014-12-16,17.10103416442871
2014-12-17,17.290542602539062
2014-12-18,17.94029426574707
2014-12-19,18.192975997924805
2014-12-22,18.346389770507812
2014-12-23,18.352705001831055
2014-12-24,18.38248634338379
2014-12-26,18.590044021606445
2014-12-29,18.433923721313477
2014-12-30,18.31931495666504
2014-12-31,18.192975997924805
2015-01-02,18.202001571655273
2015-01-05,17.763418197631836
2015-01-06,17.696640014648438
2015-01-07,17.77785873413086
2015-01-08,18.174922943115234
2015-01-09,18.02151107788086
2015-01-12,18.18395233154297
2015-01-13,18.03955841064453
2015-01-14,17.985416412353516
2015-01-15,17.579322814941406
2015-01-16,17.696640014648438
2015-01-20,17.949316024780273
2015-01-21,18.274194717407227
2015-01-22,18.525070190429688
2015-01-23,18.617116928100586
2015-01-26,18.72540855407715
2015-01-27,18.445655822753906
2015-01-28,18.364437103271484
2015-01-29,18.400531768798828
2015-01-30,18.26517105102539
2015-02-02,18.379777908325195
2015-02-03,18.256145477294922
2015-02-04,18.463703155517578
2015-02-05,18.80662727355957
2015-02-06,18.763309478759766
2015-02-09,18.660430908203125
2015-02-10,18.815649032592773
2015-02-11,18.974477767944336
2015-02-12,19.117063522338867
2015-02-13,19.35710906982422
2015-02-17,19.257843017578125
2015-02-18,19.2849178314209
2015-02-19,19.43832778930664
2015-02-20,19.56827735900879
2015-02-23,19.38418197631836
2015-02-24,19.33184242248535
2015-02-25,19.339059829711914
2015-02-26,19.5285701751709
2015-02-27,19.411256790161133
2015-03-02,19.40132713317871
2015-03-03,19.257843017578125
2015-03-04,19.148649215698242
2015-03-05,19.2686710357666
2015-03-06,18.920330047607422
2015-03-09,18.77052879333496
2015-03-10,18.570186614990234
2015-03-11,18.64870262145996
2015-03-12,18.6622371673584
2015-03-13,18.604482650756836
2015-03-16,18.77052879333496
2015-03-17,18.833702087402344
2015-03-18,18.77052879333496
2015-03-19,19.041259765625
2015-03-20,19.248817443847656
2015-03-23,19.21272087097168
2015-03-24,19.21272087097168
2015-03-25,18.779552459716797
2015-03-26,18.76150894165039
2015-03-27,18.734432220458984
2015-03-30,18.95101547241211
2015-03-31,18.802114486694336
2015-04-01,18.499801635742188
2015-04-02,18.64238739013672
2015-04-06,18.92394256591797
2015-04-07,18.9149169921875
2015-04-08,19.145938873291016
2015-04-09,19.239789962768555
2015-04-10,19.393205642700195
2015-04-13,19.429302215576172
2015-04-14,19.302961349487305
2015-04-15,19.492473602294922
2015-04-16,19.709056854248047
2015-04-17,19.311988830566406
2015-04-20,19.402233123779297
2015-04-21,19.485254287719727
2015-04-22,19.63686180114746
2015-04-23,19.839908599853516
2015-04-24,19.841712951660156
2015-04-27,20.061002731323242
2015-04-28,19.60978889465332
2015-04-29,19.447349548339844
2015-04-30,18.9104061126709
2015-05-01,18.76150894165039
2015-05-04,18.96184539794922
2015-05-05,18.743457794189453
2015-05-06,18.626140594482422
2015-05-07,18.824674606323242
2015-05-08,18.80662727355957
2015-05-11,18.95101547241211
2015-05-12,18.86077308654785
2015-05-13,18.960039138793945
2015-05-14,19.113454818725586
2015-05-15,19.07013511657715
2015-05-18,19.17572021484375
2015-05-19,19.18564796447754
2015-05-20,19.14954948425293
2015-05-21,19.321014404296875
2015-05-22,19.36342430114746
2015-05-26,19.23076820373535
2015-05-27,19.239789962768555
2015-05-28,19.474424362182617
2015-05-29,19.488861083984375
2015-06-01,19.42028045654297
2015-06-02,19.454572677612305
2015-06-03,19.564666748046875
2015-06-04,19.492473602294922
2015-06-05,19.51503562927246
2015-06-08,19.492473602294922
2015-06-09,19.366130828857422
2015-06-10,19.718080520629883
2015-06-11,19.654911041259766
2015-06-12,19.537593841552734
2015-06-15,19.2849178314209
2015-06-16,19.510522842407227
2015-06-17,19.70003318786621
2015-06-18,19.8985652923584
2015-06-19,19.85344696044922
2015-06-22,19.8985652923584
2015-06-23,20.061002731323242
2015-06-24,19.799299240112305
2015-06-25,19.763202667236328
2015-06-26,19.618812561035156
2015-06-29,19.095401763916016
2015-06-30,19.26686668395996
2015-07-01,19.23076820373535
2015-07-02,19.174816131591797
2015-07-06,19.039451599121094
2015-07-07,18.932966232299805
2015-07-08,18.752485275268555
2015-07-09,18.905895233154297
2015-07-10,19.104429244995117
2015-07-13,19.34808349609375
2015-07-14,19.460887908935547
2015-07-15,19.325525283813477
2015-07-16,19.71627426147461
2015-07-17,19.781251907348633
2015-07-20,19.808324813842773
2015-07-21,19.736129760742188
2015-07-22,19.537593841552734
2015-07-23,19.672962188720703
2015-07-24,19.763202667236328
2015-07-27,19.537593841552734
2015-07-28,19.826372146606445
2015-07-29,19.691007614135742
2015-07-30,19.537593841552734
2015-07-31,19.402233123779297
2015-08-03,19.050281524658203
2015-08-04,18.996135711669922
2015-08-05,19.041259765625
2015-08-06,18.77052879333496
2015-08-07,18.749773025512695
2015-08-10,19.20369529724121
2015-08-11,18.949209213256836
2015-08-12,18.77052879333496
2015-08-13,18.940187454223633
2015-08-14,18.9149169921875
2015-08-17,19.056598663330078
2015-08-18,18.932966232299805
2015-08-19,18.72540855407715
2015-08-20,17.949316024780273
2015-08-21,17.62444496154785
2015-08-24,17.110055923461914
2015-08-25,17.489078521728516
2015-08-26,17.54773712158203
2015-08-27,18.088293075561523
2015-08-28,18.26517105102539
2015-08-31,18.13882827758789
2015-09-01,17.480056762695312
2015-09-02,17.6740779876709
2015-09-03,17.877124786376953
2015-09-04,17.525177001953125
2015-09-08,18.06663703918457
2015-09-09,18.129802703857422
2015-09-10,18.0576114654541
2015-09-11,18.14785385131836
2015-09-14,18.111759185791016
2015-09-15,18.346389770507812
2015-09-16,18.562971115112305
2015-09-17,18.72540855407715
2015-09-18,18.436630249023438
2015-09-21,18.31931495666504
2015-09-22,17.94029426574707
2015-09-23,17.904197692871094
2015-09-24,17.696640014648438
2015-09-25,17.50712776184082
2015-09-28,17.14615821838379
2015-09-29,16.866405487060547
2015-09-30,16.956645965576172
2015-10-01,16.722017288208008
2015-10-02,17.21834945678711
2015-10-05,17.615419387817383
2015-10-06,17.353717803955078
2015-10-07,17.606393814086914
2015-10-08,17.498104095458984
2015-10-09,17.890661239624023
2015-10-12,17.750782012939453
2015-10-13,17.6876163482666
2015-10-14,17.597370147705078
2015-10-15,17.619930267333984
2015-10-16,17.877124786376953
2015-10-19,17.877124786376953
2015-10-20,17.593761444091797
2015-10-21,17.741756439208984
2015-10-22,17.551347732543945
2015-10-23,17.877124786376953
2015-10-26,17.850053787231445
2015-10-27,17.696640014648438
2015-10-28,17.88614845275879
2015-10-29,17.79590606689453
2015-10-30,17.958343505859375
2015-11-02,18.463703155517578
2015-11-03,18.459192276000977
2015-11-04,18.803016662597656
2015-11-05,18.644187927246094
2015-11-06,18.813844680786133
2015-11-09,18.666748046875
2015-11-10,18.43933868408203
2015-11-11,18.400531768798828
2015-11-12,18.084684371948242
2015-11-13,17.88614845275879
2015-11-16,17.97639274597168
2015-11-17,18.001657485961914
2015-11-18,18.220048904418945
2015-11-19,18.50882339477539
2015-11-20,18.63516616821289
2015-11-23,18.6622371673584
2015-11-24,18.617116928100586
2015-11-25,18.86077308654785
2015-11-27,19.194673538208008
2015-11-30,19.13150405883789
2015-12-01,19.23076820373535
2015-12-02,19.275890350341797
2015-12-03,18.815649032592773
2015-12-04,19.000652313232422
2015-12-07,18.76150894165039
2015-12-08,18.941991806030273
2015-12-09,18.693824768066406
2015-12-10,19.014184951782227
2015-12-11,18.878820419311523
2015-12-14,18.238096237182617
2015-12-15,18.54672622680664
2015-12-16,18.752485275268555
2015-12-17,18.9446964263916
2015-12-18,18.887845993041992
2015-12-21,18.833702087402344
2015-12-22,18.9149169921875
2015-12-23,19.191965103149414
2015-12-24,19.26300621032715
2015-12-28,19.29160499572754
2015-12-29,19.17167091369629
2015-12-30,19.22702407836914
2015-12-31,18.876434326171875
2016-01-04,18.461265563964844
2016-01-05,18.608882904052734
2016-01-06,18.295196533203125
2016-01-07,17.575563430786133
2016-01-08,17.372594833374023
2016-01-11,16.7636775970459
2016-01-12,17.00816535949707
2016-01-13,16.486896514892578
