Date,ARKK,SPY,ZF=F,ZN=F,ZT=F
2016-03-21,17.238815307617188,175.87881469726562,120.484375,129.546875,109.15625
2016-03-22,17.40949821472168,175.7843017578125,120.3203125,128.796875,109.125
2016-03-23,17.40949821472168,174.62420654296875,120.6328125,129.328125,109.1953125
2016-03-24,16.855937957763672,174.54685974121094,120.53125,129.21875,109.1796875
2016-03-28,16.855937957763672,174.6499786376953,120.6484375,129.40625,109.1875
2016-03-29,17.377206802368164,176.26556396484375,121.03125,130.0,109.359375
2016-03-30,17.437177658081055,177.0388946533203,121.1875,130.015625,109.4140625
2016-03-31,17.64937400817871,176.6092529296875,121.34375,130.390625,109.4140625
2016-04-01,17.64937400817871,177.8123321533203,121.03125,130.296875,109.3125
2016-04-04,18.018415451049805,177.236572265625,121.1171875,130.46875,109.34375
2016-04-05,17.898473739624023,175.4663543701172,121.3359375,130.828125,109.390625
2016-04-06,17.975055694580078,177.3826446533203,121.265625,130.6875,109.3515625
2016-04-07,17.99073600769043,175.2600555419922,121.5703125,131.25,109.4296875
2016-04-08,17.88924789428711,175.7327423095703,121.4765625,131.03125,109.40625
2016-04-11,17.88924789428711,175.32025146484375,121.4921875,131.03125,109.40625
2016-04-12,17.981510162353516,176.95294189453125,121.203125,130.546875,109.3359375
2016-04-13,18.276742935180664,178.74041748046875,121.203125,130.625,109.3203125
2016-04-14,18.470491409301758,178.74899291992188,121.09375,130.375,109.3125
2016-04-15,18.239839553833008,178.55136108398438,121.2421875,130.640625,109.359375
2016-04-18,18.28227996826172,179.80596923828125,121.1484375,130.5,109.3359375
2016-04-19,17.8929386138916,180.37310791015625,121.0234375,130.359375,109.3125
2016-04-20,18.050708770751953,180.5449676513672,120.6484375,129.75,109.2109375
2016-04-21,18.227848052978516,179.57391357421875,120.5859375,129.609375,109.1953125
2016-04-22,18.18448257446289,179.57391357421875,120.5,129.46875,109.203125
2016-04-25,18.101451873779297,179.2646484375,120.453125,129.375,109.1796875
2016-04-26,18.05624008178711,179.53097534179688,120.328125,129.171875,109.1328125
2016-04-27,17.963058471679688,179.90049743652344,120.6328125,129.78125,109.1796875
2016-04-28,18.078386306762695,178.2677764892578,120.8203125,129.953125,109.28125
2016-04-29,17.418724060058594,177.3053436279297,120.9140625,130.0625,109.3125
2016-05-02,17.529438018798828,178.71463012695312,120.7109375,129.703125,109.2734375
2016-05-03,17.271106719970703,177.1592559814453,121.046875,130.296875,109.34375
2016-05-04,16.800579071044922,176.17100524902344,121.1328125,130.4375,109.3671875
2016-05-05,16.75444984436035,176.13665771484375,121.2890625,130.734375,109.4140625
2016-05-06,16.55147933959961,176.7811279296875,121.1796875,130.53125,109.3828125
2016-05-09,16.88361358642578,176.92721557617188,121.3515625,130.796875,109.4375
2016-05-10,17.014623641967773,179.12705993652344,121.34375,130.78125,109.4140625
2016-05-11,16.8909969329834,177.45140075683594,121.3515625,130.90625,109.3984375
2016-05-12,16.55978012084961,177.5029296875,121.1328125,130.59375,109.328125
2016-05-13,16.70832061767578,175.95619201660156,121.296875,130.96875,109.34375
2016-05-16,16.865163803100586,177.69198608398438,121.0234375,130.515625,109.265625
2016-05-17,16.745223999023438,176.03353881835938,120.8984375,130.40625,109.1953125
2016-05-18,16.865163803100586,176.08506774902344,120.2734375,129.375,109.0234375
2016-05-19,16.57823371887207,175.47491455078125,120.4453125,129.671875,109.078125
2016-05-20,16.791357040405273,176.58348083496094,120.453125,129.703125,109.0625
2016-05-23,16.9537296295166,176.34286499023438,120.453125,129.75,109.046875
2016-05-24,17.45562744140625,178.62864685058594,120.34375,129.5625,109.0234375
2016-05-25,17.612470626831055,179.84030151367188,120.3125,129.46875,109.0390625
2016-05-26,17.73240852355957,179.89187622070312,120.59375,129.890625,109.1328125
2016-05-27,17.7969913482666,180.66529846191406,120.515625,129.796875,109.1015625
2016-05-31,17.981510162353516,180.3215789794922,120.546875,129.796875,109.125
2016-06-01,18.00918960571289,180.6911163330078,120.40625,129.640625,109.0703125
2016-06-02,18.214008331298828,181.24105834960938,120.5546875,129.921875,109.09375
2016-06-03,18.055320739746094,180.69967651367188,121.1953125,130.953125,109.3203125
2016-06-06,18.378231048583984,181.61912536621094,121.171875,130.859375,109.28125
2016-06-07,18.3874568939209,181.90272521972656,121.2421875,130.9375,109.3125
2016-06-08,18.378231048583984,182.49563598632812,121.2265625,130.890625,109.3125
2016-06-09,18.110675811767578,182.24647521972656,121.3203125,131.078125,109.3515625
2016-06-10,18.08300018310547,180.51922607421875,121.5703125,131.453125,109.421875
2016-06-13,17.815441131591797,179.12705993652344,121.7421875,131.6875,109.453125
2016-06-14,17.75086212158203,178.77474975585938,121.765625,131.71875,109.4375
2016-06-15,17.898473739624023,178.5255889892578,121.9453125,131.984375,109.5078125
2016-06-16,17.916929244995117,179.05836486816406,122.0390625,132.15625,109.5
2016-06-17,18.055320739746094,178.39151000976562,121.828125,131.765625,109.484375
2016-06-20,18.1475772857666,179.5403594970703,121.65625,131.390625,109.4140625
2016-06-21,18.064546585083008,180.0500030517578,121.5078125,131.34375,109.3984375
2016-06-22,17.93353843688965,179.75633239746094,121.5625,131.34375,109.421875
2016-06-23,18.101451873779297,182.09722900390625,121.2890625,130.8125,109.3359375
2016-06-24,17.492530822753906,175.5582275390625,122.078125,132.375,109.6015625
2016-06-27,16.846712112426758,172.41403198242188,122.5078125,133.28125,109.6875
2016-06-28,17.250812530517578,175.52366638183594,122.484375,133.25,109.671875
2016-06-29,17.6779727935791,178.51243591308594,122.3515625,133.0625,109.640625
2016-06-30,17.7969913482666,180.9483184814453,122.40625,132.984375,109.6171875
2016-07-01,17.94552993774414,181.32839965820312,122.140625,133.078125,109.6328125
2016-07-05,17.75823974609375,180.02406311035156,122.484375,133.890625,109.7109375
2016-07-06,17.70473289489746,181.103759765625,122.3515625,133.671875,109.6484375
